Application Number,Geographical Indications,Status,Applicant Name,Applicant Address,Date of Filing,Class,Goods,Geographical Area,Priority Country,Journal Number,Availability Date,Certificate Number,Certificate Date,Registration Valid Upto
853,Ladakh Karkechu Appples,Pre Examination,"Horticulture Department, UT Ladakh","Chief Horticulture Officer, Office of the Chief Horticulture Officer, Office Complex, Skampari, Leh Ladakh , Ladakh (UT), India, 194 101",15-03-2022,31,Agriculture,,,,,,,
854,Arunachal Pradesh Nyishi Textile Products,Pre Examination,All East Kameng Weavers & Artisans Cooperative Society Limited,"Type II Colony, P.O. /P.S. Seppa, East Kameng, Arunachal Pradesh, India, 790102",15-03-2022,24,Textiles,,,,,,,
855,Arunachal Pradesh Adi Kiker (Ginger),Examination,Lower Dibang Valley Organic Ginger Producer Company Limited,"Kehra-H Aati, P/o Roing, Lower Dibang Valley, Arunachal Pradesh, India, 792110",15-03-2022,31,Agriculture,,,,,,,
856,Uttarakhand Kala Bhat,Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Riing Road, Dehradun, Uttarakhand, India, 0",18-03-2022,31,Agriculture,,,,,,,
857,Worraiyur Cotton Saree,Pre Examination,Woraiyur Devanga Handloom Weaver’s Co-operative Society R 527,"63/26, Panchawarna Swami Kovil Street, Woraiyur, Trichy, Tamil Nadu, India, 620 003",25-03-2022,25,Textiles,,,,,,,
858,Assamese Jewellery,Pre Examination,Gems and Jewellery Promotion Council of Assam (GJPCA),"H.No. 1 (b), Niribili Path, Ambikagiri Nagar, Zoo Road, Guwahati, Assam, India, 781 024",28-03-2022,14,Handi Crafts,,,,,,,
859,Banaras Lal Peda (Sweet),Pre Examination,1. Banaras Mishthan Vikas Samiti and 2. Human Welfare Association,"1. S.28/177, Panchcroshi Road, Shivpur, Varanasi 221 003, UP, India and 2. S.15/116, 2-AC, Mawaiya, Sarnath, varanasi, Uttar Pradesh, India, 221 007",28-03-2022,29,Food Stuffs,,,,,,,
860,Uttarakhand Malta Fruit,Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Ring Road, Dehradun, Uttarakhand, India, 0",29-03-2022,31,Agriculture,,,,,,,
861,Arunachal Pradesh Monpa Handmade Paper,Pre Examination,Youth Action for Social Welfare,"Tawang Nehru Market, Tawang, Arunachal Pradesh, India, 790 106",29-03-2022,16,Handi Crafts,,,,,,,
862,Chamba Metal Art,Pre Examination,The Chamba Art and Craft Promotion Society,"Chamba, Chamba, Himachal Pradesh, India, 176 310",04-04-2022,6,Handi Crafts,,,,,,,
863,Uttarakhand Chaulai (Ramdana),Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Ring Road, Dehradun, Uttarakhand, India, 0",11-04-2022,31,Agriculture,,,,,,,
864,Almora Lakhori Mirchi,Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Ring Road, Dehradun, Uttarakhand, India, 0",11-04-2022,31,Agriculture,,,,,,,
865,Shantiniketan Batik,Pre Examination,Santiniketan Handicrafts and Textiles Chamber of Commerce & Industry,"Po-Shantiniketan, PS-Shantiniketan, Birbhum, West Bengal, India, 731236",11-04-2022,"24,25,18",Textiles,,,,,,,
866,Uttarakhand Buransh Sharbat,Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Ring Road, Dehradun, Uttarakhand, India, 0",12-04-2022,32,Food Stuffs,,,,,,,
867,Uttarakhand Pahari Toor Dal,Pre Examination,Uttarakhand Organic Commodity Board (UOCB),"Government of Uttarakhand, Kisan Bhawan, Second Floor, Ring Road, Dehradun, Uttarakhand, India, 0",12-04-2022,31,Agriculture,,,,,,,
868,Kashmir Namda,Pre Examination,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir, India, 0",13-04-2022,27,Handi Crafts,,,,,,,
869,Wagguv,Pre Examination,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir, India, 0",13-04-2022,27,Handi Crafts,,,,,,,
870,Shikara,Pre Examination,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir, India, 0",13-04-2022,12,Handi Crafts,,,,,,,
871,"Painting of Lanjia Saura (IDITAL), Odisha",Examination,1. Idai Idital Association and 2. Directorate of Scheduled Castes & Scheduled Tribes Research and Training Institute (SCSTRTI),"1. Post: Puttasingh, Block – Gunupur, District: Rayagada 765022, Odisha, India and 2. CRPF Square, Bhubaneswar, Odisha, India, 751 003",13-04-2022,"16,25,20",Handi Crafts,,,,,,,
872,Athangudi Tiles,Pre Examination,"1.Federation of Chettinad Athangudi Heritage Flooring Tiles Manufacturer Association and 2. MSME - Technology Development Centre&d Process and Product Development Center  (PPDC), IP Facilitation Centre","1. Main Road, Athungadi, District: Sivaganga, Tamil Nadu, India and 2. MSME Bhawan Campus, Annexe Building, Ground Floor, No. 65/1, GST Road, Guindy, Chennai, Tamil Nadu, India, 600 032",13-04-2022,19,Manufactured Goods,Tamil Nadu,India,,,,,
873,Nainital Mombatti (Candle),Pre Examination,Uttarakhand Handloom & Handicraft Development Council UHHDC,"Directorate of Industries, Uttaranchal Industrial Area, Patel Nagar, Dehradun, Uttarakhand, India, 0",19-04-2022,4,Manufactured Goods,,,,,,,
874,Kumaoni Rangwali Pichhoda Products,Pre Examination,Nayana Devi Aipan Craft Evam Eco-friendly Bag Nirman Swayat Sahkarita Growth Centre,"District Industries Campus, Haldwani, Nainital, Uttarakhand, India, 0",19-04-2022,24,Handi Crafts,,,,,,,
875,Kolkatti Jewelry,Pre Examination,1. The Gem and Jewellery Export Promotion Council and 2. Bangiya Swarna Shilpi Samity,"1. ITFC Building, 1/1 Wood Street, 6th Floor, Kolkata – 700 016, West Bengal, India and 2. 82, Premchand Boral Street, Kolkata, West Bengal, India, 700 012",19-04-2022,14,Handi Crafts,,,,,,,
876,Lac of Purulia,Pre Examination,Balarampur Shellac Cluster Shilpa Samabay Samity Limited,"Balarampur, Post: Rangadih, PS: Balarampur, Purulia, West Bengal, India, 723143",19-04-2022,2,Natural Goods,,,,,,,
877,Begampur Cotton Handloom Saree,Pre Examination,Begampur Handloom Cluster Development Society,"Village: Kharsarai, Post: Kharsarai, PS: Chanditala, Hooghly, West Bengal, India, 712304",19-04-2022,24,Textiles,,,,,,,
878,Taleigao Vayingim (Taliegao Brinjal),Pre Examination,"The Department of Science, Technology & Waste Management (DST & WM), Government of Goa","1st Floor, Pandit Deendayal Upadhay Bhavan, Behind Pundalik Devasthan, Near Sanjay School, Porvorim, Bardez, Goa, India, 403 521",22-04-2022,31,Agriculture,,,,,,,
879,Goa Hilario Mango (Manghilar or Mangilar/Mangilal),Pre Examination,All Goa Mango Growers Association,"C/o Sandeep Apartment Co-op, Housing Society, Near samrat Hotel, Dr. Dada Vaidya Road, Block B, Third Floor, Panaji, Goa, India, 0",22-04-2022,31,Agriculture,,,,,,,
880,Namakkal Makkal Pattirangal,Pre Examination,"1. Namakkal stone Products Manufacturers Association, Namakkal and 2. MSME - Technology Development Centre (PPDC)","1. Namakkal, Tamil Nadu, India and 2. IP Facilitation Centre at MSME Bhawan Campus, Annexe Building, Ground Floor, No. 65/1, GST Road, Guindy, Chennai, Tamil Nadu, India, 600 032",22-04-2022,19,Handi Crafts,,,,,,,
881,Puliyankudi Acid Lime,Pre Examination,"1.	Tamil Nadu State Agricultural Marketing Board and 2. Melapuliyankudi Farmers Association","1. Chief Executive Officer, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032 and 2. Door No. 2, 1st Floor, Thevar Samudhayakattidam, Arunachala Vinayagarkovil street, Puliyangudi, Tenkasi, Tamil Nadu, India, 627 855",25-04-2022,31,Agriculture,,,,,,,
882,Thooyamalli Rice,Pre Examination,Tamil Nadu State Agricultural Marketing Board,"Chief Executive Officer, Thiru Vi Ka Industrial Estate, Guindy, Chennai, Tamil Nadu, India, 600 032",25-04-2022,31,Agriculture,,,,,,,
883,Virudhunagar Samba Vathal (Chilly),Pre Examination,"1.	Tamil Nadu State Agricultural Marketing Board and 2. Virudhunagar Chillies Merchants Association","1. Chief Executive Officer, Thiru Vi Ka Industrial Estate, Guindy, Chennai 600 032 and 2. 9/1, Post Office Street, Virudhunagar, Tamil Nadu, India, 626 001",25-04-2022,31,Agriculture,,,,,,,
884,Bopa / Bopia,Pre Examination,Nyishi Elite Society,"Richi Jullang, Itanagar, Arunachal Pradesh, India, 0",27-04-2022,25,Textiles,,,,,,,
885,Gaumukh Gangajal,Examination,Great Mission Group Society,"169, Budhwar Peth, Pune - 411 002, Maharashtra, India",02-05-2022,32,Natural Goods,,India,,,,,
886,Soor,Pre Examination,Dhatri Sendul Swayat Sahakarita Samiti,"Gram Sendul, Singunisera Post Office: Sendul, V.K. Jaunpur Tehri Garhwal, Uttarakhand, India, 0",02-05-2022,33,Manufactured Goods,,,,,,,
887,Panna Aonla,Pre Examination,"Zila Union, Panna and Forest Department, Panna Government of Madhya Pradesh","Office of District Forest, North Panna, Diamond Circle, Panna, Madhya Pradesh, India, 488 001",04-05-2022,31,Agricultural,,,,,,,
888,Bhagaiya Saree and Fabrics,Pre Examination,1. Budhwachak Prathmik Bunkar Sahyog Samiti and 2. Gramin Vikas Kendra,"1. Village: Budhwachak, Post: Mal Mandro, Godda 813 208, Jharkhand, India and 2. Rajendra Nagar, Godda, Jharkhand, India, 814133",05-05-2022,24,Textiles,,,,,,,
889,Kuchai Silk Saree and Fabrics,Pre Examination,Sahyogi Mahila,"Mohalla – Bagraisai, Post: Govindpur, Rajnagar, Seraikela-Kharsawan, Jharkhand, India, 831002",05-05-2022,24,Textiles,,,,,,,
890,Nalanda Bawanbuti Saree & Fabrics,Pre Examination,Baswan Bigaha Prathmik Bunkar Sahyog Samiti,"Baswan Bigha, Bihar Sharif, Nalanda, Bihar, India, 803 101",12-05-2022,24,Textiles,,,,,,,
891,Gaya Pattharkatti Stone Craft,Pre Examination,Aashirvaad Stone Handicraft Producer Company Limited,"Khata No. 239, Plot No. 2889 Patherkati, Neem Chak Bathani, Bather Gaya, Bihar, India, 823 001",12-05-2022,14,Handi Crafts,,,,,,,
892,Fulia Jamdani Sarees,Pre Examination,Tangail Jamdani Tantubay Samabay Samity Limited,"Village: Fulia, Chatkatala, P.O. 2 No. Nutan Fulia, Nadia, West Bengal, India, 741 402",17-05-2022,"24,25",Textiles,,,,,,,
893,Tripura Risa Textile,Pre Examination,Killa Mahila Cluster Bahumukhi Samabaya Samity Limited,"Post: Killa, Udaipur, Gomati, Tripura, India, 0",18-05-2022,24,Textiles,,,,,,,
894,Vishnubhog,Pre Examination,Kisan Beej Sahkari Society Maryadit Bilaspur,"a/p Shri Raghvendra Singh Chandel, Village: Risda, Post: Risda, Block-Masturi, Bilaspur, Chhattisgarh, India, 0",23-05-2022,30,Agriculture,,,,,,,
895,Hajipur Banana,Pre Examination,Sursati Agro Producer Company Limited,"Pokhara Chhipitola, Hajipur, Vaishali, Bihar, India, 844101",24-05-2022,31,Agriculture,,,,,,,
896,Sikkim Lepcha Tungbuk (Musical Instrument),Pre Examination,Mutanchi Lom Aal Shezum (MLAS) Dzongu,"Hq. Namprikdang Office, Sungklong, Sungklong, Sikkim, India, 737116",24-05-2022,15,Handi Crafts,,,,,,,
897,Chhang,Pre Examination,Great Mission Group Society,"169, Budhwar Peth, Pune, Maharashtra, India, 411 002",24-05-2022,33,Manufactured Goods,,,,,,,
898,Mahua,Pre Examination,Great Mission Group Society,"142, Shaniwar Peth, Pune, Maharashtra, India, 411 030",24-05-2022,33,Manufactured Goods,,,,,,,
899,Badlapur Jamun,Pre Examination,"Jambhul Parisamvardhan and Samuday Vikas Charitable Trust, Badlapur","Radheya Apartment, A/3, First Floor, Golewadi, Badlapur (East), Maharashtra, India, 421 503",24-05-2022,31,Agricultural,,,,,,,
900,Sikkim Lepcha Panthong Palit (Flute),Pre Examination,Mutanchi Lom Aal Shezum (MLAS) Dzongu,"Hq. Namprikdang Office, Sungklong, Sungklong, Sikkim, India, 737116",27-05-2022,15,Handi Crafts,,,,,,,
901,Cooch Behar Sitalpati,Pre Examination,"The Chief Executive Officer, West Bengal Khadi and Village Industry Board, Government of West Bengal","Hemantabasu Khadi O Gramin Shilpa Bhaban 12, B.B.D. Bag (East), 2nd and 3rd Floor, Kolkata, West Bengal, India, 700 001",01-06-2022,20,Handi Crafts,,,,,,,
902,Gabba,Pre Examination,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir, India, 0",01-06-2022,27,Handi Crafts,,,,,,,
903,Kashmir Willow Bat,Pre Examination,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground),  Srinagar, Jammu & Kashmir, India, 0",01-06-2022,28,Handi Crafts,,,,,,,
904,Odisha Golden Grass,Pre Examination,"Odisha State Co Operative Handicrafts Corporation Limited, Facilitated by Collector Office, Jaipur","Jaydev Vatika Square, Ghatika, Khandagiri, Bhubaneswar, Odisha, India, 751 030",01-06-2022,20,Handi Crafts,,,,,,,
905,Ramnagar Nainital Litchi,Pre Examination,Ramnagar Litchi Growers Association,"Village: Kamdevpur, Ramnagar, Nainital, Uttarakhand, India, 244 715",03-06-2022,31,Agriculture,,,,,,,
906,Sikkim Orchids,Pre Examination,ICAR – National Research Centre for Orchids,"Pakyong, Pakyong, Sikkim, India, 737 106",07-06-2022,31,Agriculture,,,,,,,
907,Ramgarh Nainital Aadu (Peach),Pre Examination,Pragatisheel Aadu Utpadak Sangathan Sahkari Samiti Limited,"Village: Jhutiya, Post: Narain Swami Ashram, Ramgarh, Head Office: Harish Chandra Sah, Nainital, Uttarakhand, India, 0",14-06-2022,31,Agriculture,,,,,,,
908,Shantiniketan Ektara,Pre Examination,Santiniketan Handicrafts and Textiles Chamber of Commerce and Industry,"Post: Shantiniketan, PS: Shantiniketan, Birbhum, West Bengal, India, 731236",21-06-2022,15,Handi Crafts,,,,,,,
909,Gol Nemu,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati , Assam, India, 781 005",21-06-2022,31,Agriculture,,,,,,,
910,Bhimkol Banana,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati, Assam, India, 781 005",21-06-2022,31,Agriculture,,,,,,,
911,Jampui Orange,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati, Assam, India, 781 005",21-06-2022,31,Agriculture,,,,,,,
912,Yongchak,Pre Examination,NERAMAC,"Ganeshguri, Guwahati, Assam, India, 0",21-06-2022,31,Agriculture,,,,,,,
913,Bebo Large Cardamom,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati, Assam, India, 781 005",21-06-2022,30,Agricultural,,,,,,,
914,Soh - Shang,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati, Assam, India, 781 005",21-06-2022,31,Agriculture,,,,,,,
915,Rangkuai Mango,Pre Examination,North Eastern Regional Agricultural Marketing Corporation Limited (NERAMAC),"Registered Office at 9 Rajbari Path, Ganeshguri, G S Road, Guwahati, Assam, India, 781 005",21-06-2022,31,Agriculture,,,,,,,
916,Korgut Rice,Pre Examination,"Member Secretary, Goa State Council for Science and Technology","Opposite Saligao Seminary, Saligao, Bardez, Goa, India, 403 511",21-06-2022,30,Agriculture,,,,,,,
917,Hyderabad Lac Bangles,Pre Examination,Creasent Handicraft Artisans Welfare Association,"21-5-415/A/7 and 8/B, Petlaburj, Charmahal, Charminar, Hyderabad, Telangana, India, 500 064",23-06-2022,20,Handicraft,,,,,,,
918,Chamoli Wooden Ramman Mask,Pre Examination,Uttarakhand Handloom & Handicraft Development Council,"O/o GMDIC, Directorate of Industries, District Industries Centre, Gopeshwar, Chamoli, Uttarakhand, India, 0",01-07-2022,20,Handi Crafts,,,,,,,
919,Uttarakhand Likhai (wood carving),Pre Examination,Uttarakhand Handloom & Handicraft Development Council,"O/o GMDIC, Directorate of Industries, Rudraprayag, Uttarakhand, India, 0",01-07-2022,20,Handi Crafts,,,,,,,
920,Chettikulam Small Onion,Pre Examination,1. Tamil Nadu State Agricultural Marketing Board and 2. Chettikulam Small Onion Farmers Producer Association,"1. Thiru Vi Ka Industrial Estate,Guindy, Chennai 600 032, Tamil Nadu, India and 2. No. 7/34, Kunnumedu, Chettikulam Post Aalathur Taluk, Perambalur, Tamil Nadu, India, 621 104",04-07-2022,31,Agriculture,,,,,,,
921,Malda Silk Yarn,Pre Examination,Malda Silk Yarn Producers Association,"Village and Post: Kaliachak, Malda, West Bengal, India, 732 201",11-07-2022,23,Textiles,,,,,,,
922,Kashmiri Kala Zeera,Pre Examination,"The Director, Department of Agriculture and Farmers’ Welfare, Kashmir (J & K) India, Agriculture Production Department, Government of Jammu & Kashmir","Department of Agriculture and Farmer’s Welfare, Kashmir Division, Government of Jammu and Kashmir, Lal Mandi, Srinagar, Jammu & Kashmir, India, 190 008",11-07-2022,30,Agriculture,,,,,,,
923,Banaras Metal Casting Craft,Pre Examination,1. Kashishetra Metal Craft Producer Company Limited and 2. Human Welfare Association (Facilitator),"1. CK-62/35 A 37, Baluagali, Varanasi – 221 001, Uttar Pradesh, India and 2. S.15/116-2AC, Mawaiya (Behind SBI), Sarnath, Varanasi, Uttar Pradesh, India, 221 007",11-07-2022,14,Handi Crafts,,,,,,,
924,Banaras Shehnai (Musical Instrument),Pre Examination,1. Bharat Ratna Ustad Bismillah Khan Foundation and 2. Human Welfare Association (Facilitator),"1. CK 39/10, Kundigartola , Dalmandi Road, Chowk, Varanasi - 221 001, Uttar Pradesh, India and 2. S.15/116-2AC, Mawaiya (Behind SBI), Sarnath, Varanasi, Uttar Pradesh, India, 221 007",11-07-2022,15,Handi Crafts,,,,,,,
925,Sikkim Orange,Pre Examination,"1. Sikkim State Council of Science & Technology, Department of Science & Technology, Government of Sikkim and 2. Horticulture & Cash Crops Development Department, Government of Sikkim","1. Vigyan Bhawan, Deorali, Gangtok, Sikkim 737 105 and 2. Krishi Bhawan, National Highway 31A, Tadong, Gangtok, Sikkim, India, 737 102",12-07-2022,31,Agriculture,,,,,,,
926,Bareilly Furniture,Pre Examination,Modern Gramodyog Sewa Sansthan,"Village and Post: Tiliyapur, C.B. Ganj, Bareilly, Uttar Pradesh, India, 243502",18-07-2022,20,Handi Crafts,,,,,,,
927,Kannadippaya (Bamboo Mirror Mat),Pre Examination,"1. UNARVU, Pattikavargha Vividodesha Sahakarana Sangam and 2. Vanasree Bamboo Craft and Vanavibhava Sekarana Unit","1. 710 Venmani PO, Palaplavu, District: Idukki 685 606, Kerala, India and 2. Moolakkad PO, Uppukunnu, Idukki, Kerala, India, 685 595",19-07-2022,20 and 27,Handi Crafts,,,,,,,
928,Lakhimpur Kheri Tharu Embroidery,Pre Examination,Shilp Gaatha Foundation,"C/o Sanjeev Singh, A-16 Mega City, Sanjay Nagar, By Pass Bareilly, Bareilly, Uttar Pradesh, India, 243 005",19-07-2022,26,Handi Crafts,,,,,,,
929,Bareilly Zardoji Craft,Pre Examination,N.R.I. Welfare Society,"Mohalla Mirdhan, Faridpur, Bareilly, Uttar Pradesh, India, 243503",19-07-2022,26,Handi Crafts,,,,,,,
930,Sambhal Bone Craft,Pre Examination,Handicrafts Welfare Association,"Ushma Sarai, Bahjoie Road, Near Samudayik Swasthya Kendra, Sarai Tarin, Sambhal, Uttar Pradesh, India, 0",22-07-2022,20,Handi Crafts,,,,,,,
931,Sirmouri Loiya,Pre Examination,Sirmouri Loiya Weavers Association,"C/o Basti Ram S/o Mast Ram, Tehsil Sangrah, Post: Bhawai, Nohra, Himachal Pradesh, India, 173 104",26-07-2022,25,Textiles,,,,,,,
932,Bengal Sabai,Pre Examination,"The Chief Executive Officer, West Bengal Khadi & Village Industry Board (WBKVIB), Government of West Bengal","Hemanta Basu Khadi 'O' Gramin Shilpa Bhaban 12, B.B.D. Bag (East), 2nd & 3rd Floor, Kolkata, West Bengal, India, 700 001",26-07-2022,"27,31,22",Handi Crafts,,,,,,,
933,Prayagraj Moonj Craft,Pre Examination,Naini Moonj Craft Producer Company Limited,"508 South Lokpur, Naini, Allahabad, Uttar Pradesh, India, 211 002",28-07-2022,20,Handi Crafts,,,,,,,
934,Arunachal Pradesh Adi Textile Products,Pre Examination,Dite Mopang Welfare Society,"Sille, Pasighat, East Siyang, Arunachal Pradesh, India, 790 102",29-07-2022,24,Textiles,,,,,,,
935,Arunachal Pradesh Khelap / Phalap/ Felap Tea (Bamboo Processed Tea),Pre Examination,Seva Samithy,"Khonsa, Post: Khonsa, Tirap, Arunachal Pradesh, India, 792130",02-08-2022,30,Agriculture,,,,,,,
936,Chitrakoot Wood Craft,Pre Examination,Kamadgiri Kasht Kala Handicrafts Producer Company Limited,"Tirthrajpuri, Near Balaji Mandir, Sitapur, Chitrakoot, Uttar Pradesh, India, 210 204",02-08-2022,20,Handi Crafts,,,,,,,
937,Kakhra and Gargare Pithe,Pre Examination,Dakshin Banga Brahmin Kalyan Samity,"14, Kumud Ghosal Road, Dakshineswar, Kolkata, West Bengal, India, 700 057",10-08-2022,30,Food Stuffs,,,,,,,
938,Arunachal Pradesh Galo Textile Products,Pre Examination,Galo Welfare Society,"HQ. , Itanagar, Arunachal Pradesh, India, 791 111",10-08-2022,24,Textiles,,,,,,,
939,Majuli Mask of Assam,Pre Examination,Kristir Kothia,"H.N. 16, Udayan Path – 1, Krishnapur, Beltola, Kamrup Metro, Guwahati, Assam, India, 781 028",10-08-2022,20,Handi Crafts,,,,,,,
940,Assam Majuli Manuscript Painting,Pre Examination,Ayang Charitable Trust,"Ayang, Kulamua Notun Chapori, Kulamua (Majuli), Post: Kulamua, PS: Garmur, Majuli, Assam, India, 785 104",10-08-2022,16,Handi Crafts,,,,,,,
941,Banaras Tirangi Barfi,Pre Examination,1.Mahanagar Udyog Vyapar Samiti and 2. Human Welfare Association,"1.C.24/48, Piplani Katara, Kabir Choura, Varanasi 221 001, UP, India and 2. S.15/116, 2-AC, Mawaiya, Sarnath, Varanasi, Uttar Pradesh, India, 221 007",12-08-2022,29,Food Stuffs,,,,,,,
942,Khalsi Honey of Sundarban,Pre Examination,1.Jharkhali Sunderban Banraksha Bahumukhi Samabay Samity Limited and 2. Principal Chief Conservator of Forest Head of Forest Force,"1. Jharkhali, Basanti, South 24 Parganas 743 312, West Bengal, India and 2. Aranya Bhavan, Block LA, 10A, Sector III, Salt Lake City, Kolkata, West Bengal, India, 700 106",17-08-2022,30,Natural Goods,,,,,,,
943,Darjeeling Mandarin,Pre Examination,Uttar Banga Krishi Viswavidyalaya,"Post: Pundibari , Cooch Behar, West Bengal, India, 736 165",22-08-2022,31,Agriculture,,,,,,,
944,Renuka Mata Tambul,Pre Examination,Marathwada G.I. Samvardhan Sangh,"Amberkhane Niwas, Ganesh Nagar, Nai Abadi, Udhgir, Zilla - Latur, Maharashtra, India, 413 517",29-08-2022,31,Agriculture,,,,,,,
945,Kas Pathar Flowers,Pre Examination,Great Mission Group Society,"142, Shanivar Peth, Pune, Maharashtra, India, 411 030",29-08-2022,31,Agriculture,,,,,,,
946,Tendu Leaves,Pre Examination,Koytur Farmer Producer Company Limited,"H.No. 653, Gosai Mohalla Mudza Bk. Navegaon, Gadchiroli, Maharashtra, India, 442 605",29-08-2022,31,Agriculture,,,,,,,
947,Bahadoli Jamun - Fresh Fruit,Pre Examination,"bahadoli Jambhul Utpadak Shetkari Gat, Bahadoli","MU. Bahadoli PO. Dahisar, Taluka Zilla Palghar, Maharashtra, India, 401 102",29-08-2022,31,Agriculture,,,,,,,
948,Chikki of Lonavala,Pre Examination,Chikki of Lonavala Association,"National Chikki mart Pvt. Ltd. M.G Marg, Lonavala,  Pune, Maharashtra, India, 410 401",29-08-2022,30,Food Stuffs,,,,,,,
949,Pen Ganesh Idol,Pre Examination,"Shri Ganesh Murtikar ani Vyavasaik Kalyankari Mandal Mu. Post Taluka Pen, District: Raigad","Kalpana Kala Mandir, Hanuman Ali, Pen,  Raigad, Maharashtra, India, 402 107",29-08-2022,2,Handi Crafts,,,,,,,
950,Kunthalgiri Khawa / Peda,Pre Examination,Marathwada G.I. Sawardhan Sangh,"Amberkhane Niwas, Ganesh Nagar, Nai Abadi, Udhgir,  Latur, Maharashtra, India,  413 517",29-08-2022,29,Manufactured Goods,,,,,,,
951,Kolhapuri Pheta,Pre Examination,Sahyadri Itihas Sanshodhan Kendra,"262/6B, Gajanan Maharaj Nagar, Racecourse, Mangalwar Peth, Kolhapur , Maharashtra, India, 416 012",29-08-2022,25,Handi Crafts,,,,,,,
952,Kavdi Maal (Tuljapur),Pre Examination,Marathwada G.I. Samvardhan Sangh,"Amberkhane Niwas, Ganesh Nagar, Nai Abadi, Udhgir, Latur, Maharashtra, India, 413 517",29-08-2022,20,Handi Crafts,,,,,,,
953,Dagdi Jowar of Jalna,Pre Examination,Jai Kisan Shetkari Gat Matrewadi,"Matrewadi, Taluka - Badnapur , Jalna, Maharashtra, India, 431 202",29-08-2022,31,Agriculture,,,,,,,
954,Ranya Roti,Pre Examination,Sanbodhi Mahila Bachat Gat Raviraj Nagar,"Raviraj Nagar, Wadgaon, Yavatmal, Maharashtra, India, 445 001",29-08-2022,30,Food Stuffs,,,,,,,
955,Latur Adkitta,Pre Examination,Marathwada GI Samvardhan Sangh,"Amberkhane Niwas, Ganesh Nagar, Nayi Aabadi, Udgir, Latur, Maharashtra, India, 413 517",29-08-2022,8,Handi Crafts,,,,,,,
956,Pahile Roti,Pre Examination,Sanbodhi Mahila Bachat Gat Raviraj Nagar,"Raviraj Nagar, Wadgaon, Yavatmal , Maharashtra, India, 445 001",29-08-2022,30,Food Stuffs,,,,,,,
957,Himalayan Garlic / Snow Mountain Garlic,Pre Examination,Aashayon Ke Deep,"Hno 54, Wno 9, Village Pachote Kud 2178 Chennai, Udhampur, Jammu & Kashmir, India, 0",29-08-2022,31,Agriculture,,,,,,,
958,Aronai,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India,  783 370",29-08-2022,24,Textiles,,,,,,,
959,Dokhona,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,24,Textiles,,,,,,,
960,Eri Silk / Indi Silk,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,23,Textiles,,,,,,,
961,Jwmgra,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,24,Textiles,,,,,,,
962,Gamsa,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,24,Textiles,,,,,,,
963,"Keradapini - (Plant, Shrub)",Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,31,Agriculture,,,,,,,
